athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
TSCF15336078410226,Dr Bryan Gill,South East,CrossFit Huntsville,Male,34.0-40.0,66.0-69.0,240.0-275.0,184.96610212087526,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
MLUO77264782551550,Mr Glenn Little,Southern California,Valley CrossFit,Male,40.0-56.0,70.0-72.0,209.60000000000002-240.0,164.98679193641178,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
CREL48753319100007,Scott James-Marshall,North Central,CrossFit Credence,Male,14.0-28.0,70.0-72.0,240.0-275.0,199.95862434552743,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
EHZF07719998620961,Phillip Manning-Porter,South Central,CrossFit EST,Male,40.0-56.0,72.0-8388607.0,240.0-275.0,204.9528985485213,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
PNHZ79813715575557,Valerie Bryant,North Central,CrossFit Barrington,Male,34.0-40.0,70.0-72.0,175.0-209.60000000000002,144.83597377831722,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
JLRT10227602668141,Jonathan Stevenson,Canada West,CrossFit Saskatoon,Male,31.0-34.0,66.0-69.0,240.0-275.0,204.91594296101812,375.0-419.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
JFZY56637289852444,Leigh Page,South West,Unaffiliated,Male,14.0-28.0,70.0-72.0,240.0-275.0,224.98179197128675,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
VHEI69524244382388,Harry Simpson,North West,Maple Valley CrossFit,Male,40.0-56.0,66.0-69.0,240.0-275.0,184.99092752674562,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
PRAW69259474774117,Luke O'Connor-Bailey,North East,Great Bay CrossFit,Male,28.0-31.0,70.0-72.0,240.0-275.0,215.07203472928433,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,1-2 years|
EMQM06821129503181,Alexander Goodwin,Southern California,CrossFit idoG,Male,28.0-31.0,66.0-69.0,209.60000000000002-240.0,144.8852416244489,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
OGBU59853030964140,Annette Brown,Latin America,CrossFit Megaton,Male,28.0-31.0,72.0-8388607.0,209.60000000000002-240.0,164.7694080712586,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
ZFOD89899845035582,Mandy Green,South East,CrossFit Cairo,Male,28.0-31.0,66.0-69.0,240.0-275.0,225.00144566262702,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
UVHT39012064106746,Pauline Price,South West,CrossFit Colorado Springs,Male,40.0-56.0,1.0-66.0,240.0-275.0,186.82509606069956,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
PPJN99998265481271,Kim Gregory-Forster,North Central,FTX CrossFit,Male,34.0-40.0,70.0-72.0,209.60000000000002-240.0,164.84739279495756,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,4+ years|
EKTS67220698436363,Rachael Woods,Central East,CrossFit Dig Deep,Male,14.0-28.0,72.0-8388607.0,209.60000000000002-240.0,184.99037888927964,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
PFUD55744055427243,Josh Fox,North Central,CrossFit 151,Male,31.0-34.0,69.0-70.0,209.60000000000002-240.0,174.80065974824046,305.0-375.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,Less than 6 months|
MTRK99870395037828,Arthur Stevens,North Central,CrossFit West Des Moines,Male,14.0-28.0,66.0-69.0,175.0-209.60000000000002,164.97008348640657,419.0-465.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
LOBH59004680551162,Dr Michelle Anderson,South East,CrossFit Brunswick,Male,28.0-31.0,1.0-66.0,-45.0-175.0,45.18097264910023,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,Less than 6 months|
DKVC47399863418794,Mr Dennis Lamb,Southern California,CrossFit Rancho Cucamonga,Male,31.0-34.0,70.0-72.0,275.0-1936.0,229.88530221531576,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
FMVI48350060015513,Dr Mitchell Watkins,South East,CrossFit Good Vibes,Male,40.0-56.0,69.0-70.0,275.0-1936.0,215.2588308497153,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
OKBO14687503115877,Miss Katherine Owen,North East,CrossFit Journey,Male,14.0-28.0,69.0-70.0,275.0-1936.0,244.92765454057127,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
RVLO00836185256076,Heather Kemp,Mid Atlantic,CrossFit Iron City,Male,34.0-40.0,66.0-69.0,240.0-275.0,216.95273544746217,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
YXFU15502285891578,Stephen Chambers,South Central,Get Lifted CrossFit,Male,34.0-40.0,66.0-69.0,240.0-275.0,185.0147272340689,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
MHDL78706135629988,Wayne Read,Mid Atlantic,CrossFit Albemarle,Male,34.0-40.0,72.0-8388607.0,240.0-275.0,185.04244954249708,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
PQEQ06090845343731,Gareth Forster-Marsh,Canada East,CrossFit Cambridge,Male,40.0-56.0,70.0-72.0,175.0-209.60000000000002,144.9582185999107,375.0-419.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
BQCX70993419574742,Melissa Watson,North East,CrossFit MettleWorks,Male,34.0-40.0,69.0-70.0,209.60000000000002-240.0,174.82667876651269,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,6-12 months|
WURM02916748763151,Dr Christian Thornton,North East,CrossFit Synergistics,Male,40.0-56.0,69.0-70.0,209.60000000000002-240.0,185.10999270914104,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
XTZY77382093101209,Suzanne Smith-Allen,Mid Atlantic,CrossFit Falls Church,Male,14.0-28.0,69.0-70.0,209.60000000000002-240.0,179.97518227107068,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,1-2 years|
GDGE52269675558336,Billy Allan,North Central,CrossFit 515,Male,34.0-40.0,69.0-70.0,209.60000000000002-240.0,155.01409486762932,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
HGVP66949755899628,Reece Johnson,South East,CrossFit Change,Male,40.0-56.0,70.0-72.0,175.0-209.60000000000002,155.01086180140945,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
RQPS68161151869273,Melissa Henderson,Africa,CrossFit MetaliZe,Male,14.0-28.0,69.0-70.0,275.0-1936.0,245.05798257838205,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|I train other people|,Decline to answer|
FDGV70287068748817,Dr Wendy Bates,North East,Ocean State CrossFit,Male,40.0-56.0,1.0-66.0,175.0-209.60000000000002,134.9529165690386,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
ETBT76006813678552,Dr Rebecca Jennings,North West,RSA CrossFit,Male,31.0-34.0,66.0-69.0,275.0-1936.0,245.11737250533864,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
TBLR70524520705992,Katherine King,Southern California,Axiom CrossFit,Male,31.0-34.0,70.0-72.0,275.0-1936.0,229.901251575622,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
RGVE63482914411888,Paula James,Central East,CrossFit Chickasaw,Male,14.0-28.0,70.0-72.0,275.0-1936.0,215.05300197252438,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
ANZP02194387113751,Julia Allen,Mid Atlantic,12 Labours CrossFit BWI,Male,14.0-28.0,69.0-70.0,275.0-1936.0,239.99252831760327,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
WOCW87045055093617,Sally Lambert-Jenkins,North West,SnoCo CrossFit,Male,31.0-34.0,69.0-70.0,240.0-275.0,190.04413720827142,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
JDJX80265284146838,Rachael Gordon,North West,Verdant CrossFit,Male,28.0-31.0,69.0-70.0,209.60000000000002-240.0,185.05553612134756,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
JOYP72622315604751,Abdul Sanderson,South West,Backcountry CrossFit,Male,40.0-56.0,70.0-72.0,240.0-275.0,179.90348915635482,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,4+ years|
UBKA61275299829891,Tracey Davies,Central East,CrossFit Nashville,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,230.04293729934494,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
GYAS14139175458659,Ms Lucy Welch,North East,CrossFit Southie,Male,14.0-28.0,70.0-72.0,275.0-1936.0,225.01651072740395,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,1-2 years|
UYUU92514742939558,Mr Gareth Mann,South East,South Lake CrossFit,Male,14.0-28.0,72.0-8388607.0,-45.0-175.0,70.03415682763791,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
CVPA08341216149472,Gregory Davison,Mid Atlantic,CrossFit Wilmington,Male,14.0-28.0,66.0-69.0,240.0-275.0,200.0737455219176,375.0-419.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|",I began CrossFit by trying it alone (without a coach)|,1-2 years|
